brand,product_name,color_name,price,personal_color,color_detail,texture_tag,pros_summary,cons_summary,key_ingredients,product_id
롬앤,슬라이드 인 싱글,M23 레드 빈즈,5400,#가을웜톤 #봄웜톤,깊은 레드 브라운,#매트 #부드러움,포인트 컬러로 임팩트 있고 발색 강함,진해서 양 조절 어렵고 데일리 부담,실리카,eye_롬앤_M23_레드_빈즈_1763391225204
롬앤,슬라이드 인 싱글,M25 처비 초코,5400,#가을웜톤딥 #겨울쿨톤,진한 초코 다크 브라운,#매트 #파우더리,라이너 겸용으로 깊은 발색하고 음영 강렬,매우 진해서 블렌딩 어렵고 번질 수 있음,탈크,eye_롬앤_M25_처비_초코_1763391225205
롬앤,슬라이드 인 싱글,M26 블렌딩 코코,5400,#가을웜톤딥 #겨울쿨톤,블렌딩용 다크 브라운,#매트 #실키,음영 및 블렌딩용으로 깊은 발색,매우 진한 컬러라 실수하면 지저분해짐,마이카,eye_롬앤_M26_블렌딩_코코_1763391225206
롬앤,슬라이드 인 싱글,S01 글레이즈,5400,#봄웜톤 #여름쿨톤,반짝이는 화이트 쉬머,#쉬머 #영롱,하이라이터 애교살용으로 펄 예쁘고 쉬머함,슬라이드 불편하고 양 적으며 펄 날림,마이카,eye_롬앤_S01_글레이즈_1763391225207
롬앤,슬라이드 인 싱글,S02 리치 레몬,5400,#봄웜톤 #가을웜톤라이트,황금빛 레몬 쉬머,#쉬머 #반짝,독특한 옐로우 펄로 포인트용,특이한 색이라 활용도 낮고 호불호,실리카,eye_롬앤_S02_리치_레몬_1763391225208
롬앤,슬라이드 인 싱글,S03 블루 베일,5400,#여름쿨톤 #겨울쿨톤,시원한 블루 쉬머,#쉬머 #영롱,청량한 블루 펄로 발레코어 메이크업 가능,블루 컬러라 활용도 극히 낮음,탈크,eye_롬앤_S03_블루_베일_1763391225209
롬앤,슬라이드 인 싱글,S04 베어 타로,5400,#여름쿨톤 #봄웜톤라이트,타로 퍼플 쉬머,#쉬머 #반짝,독특한 타로색 펄로 신선함,특이한 색이라 데일리 부적합,마이카,eye_롬앤_S04_베어_타로_1763391225210
롬앤,슬라이드 인 싱글,S05 버블리,5400,#봄웜톤 #여름쿨톤,부드러운 핑크 쉬머,#쉬머 #영롱,엄청 부드럽게 애교살 쉬머 펄로 잘 올라가고 펄 앞뒤 다 보임,슬라이드 불편하고 양 적음,실리카,eye_롬앤_S05_버블리_1763391225211
롬앤,슬라이드 인 싱글,S06 소르베 휩,5400,#봄웜톤 #여름쿨톤,흔한 피치 핑크 쉬머,#쉬머 #금펄,에뛰드 피치랑 비슷한 핑크 베이스 금펄,특별함 부족하고 평범함,탈크,eye_롬앤_S06_소르베_휩_1763391225212
롬앤,슬라이드 인 싱글,S07 포슬린,5400,#봄웜톤 #여름쿨톤,은은한 베이지 쉬머,#쉬머 #시머,화사한 베이스 쉬머로 자연스러움,밋밋하고 단조로움,마이카,eye_롬앤_S07_포슬린_1763391225213
롬앤,슬라이드 인 싱글,S09 솔티 바닐라,5400,#봄웜톤 #가을웜톤라이트,따뜻한 바닐라 쉬머,#쉬머 #영롱,펄 길어 보이게 하고 애교살 앞뒤 다 반짝,슬라이드 불편,실리카,eye_롬앤_S09_솔티_바닐라_1763391225214
롬앤,슬라이드 인 싱글,S12 카프리 바이올렛,5400,#여름쿨톤 #겨울쿨톤,진한 바이올렛 쉬머,#쉬머 #반짝,독특한 퍼플 펄로 포인트용,활용도 매우 낮고 호불호,탈크,eye_롬앤_S12_카프리_바이올렛_1763391225215
롬앤,슬라이드 인 싱글,S13 레이지 마젠타,5400,#여름쿨톤 #봄웜톤,선명한 마젠타 쉬머,#쉬머 #영롱,임팩트 있는 핑크 펄로 포인트 메이크업,과할 수 있고 데일리 부담,마이카,eye_롬앤_S13_레이지_마젠타_1763391225216
롬앤,슬라이드 인 싱글,S14 배디,5400,#가을웜톤 #봄웜톤,깊은 레드 브라운 쉬머,#쉬머 #시머,포인트 컬러로 발색 강하고 쉬머함,진해서 양 조절 어렵고 특별한 날 전용,실리카,eye_롬앤_S14_배디_1763391225217
롬앤,슬라이드 인 싱글,S15 생강,5400,#봄웜톤 #가을웜톤,황금빛 오렌지 쉬머,#쉬머 #반짝,독특한 생강색 펄로 신선함,특이한 색이라 활용 제한적,탈크,eye_롬앤_S15_생강_1763391225218
롬앤,슬라이드 인 싱글,S16 얼그레이,5400,#여름쿨톤 #가을웜톤뮤트,뮤티드 그레이 쉬머,#쉬머 #영롱,차분한 그레이 펄로 세련됨,색이 어두워서 호불호 갈림,마이카,eye_롬앤_S16_얼그레이_1763391225219
롬앤,슬라이드 인 싱글,S17 퍼지,5400,#가을웜톤딥 #겨울쿨톤,진한 초코 브라운 쉬머,#쉬머 #시머,깊은 발색으로 음영 강렬,매우 진해서 블렌딩 어렵고 지저분해질 수 있음,실리카,eye_롬앤_S17_퍼지_1763391225220
롬앤,슬라이드 인 싱글,G01 스파클 다이아,5400,#봄웜톤 #여름쿨톤,투명 다이아 글리터,#글리터 #반짝,반짝임 우수하고 애교살 포인트용,글리터 날림 심하고 밀착력 약함,탈크,eye_롬앤_G01_스노이_1763391225221
롬앤,슬라이드 인 싱글,G02 버터링,5400,#봄웜톤 #가을웜톤,골드 글리터 펄,#글리터 #영롱,애교살용으로 반짝임 예쁘고 앞뒤 다 반짝,글리터 타입이라 데일리 제한적,마이카,eye_롬앤_G02_버터_링_1763391225222
롬앤,슬라이드 인 싱글,G03 버니챗,5400,#봄웜톤 #여름쿨톤,핑크 글리터 펄,#글리터 #반짝,글리터 앞부터 뒤까지 다 반짝여서 애교살 길어 보임,글리터 날림 있고 과할 수 있음,실리카,eye_롬앤_M28_키튼_젤리_1763391225182
롬앤,슬라이드 인 싱글,G04 인더스타,5400,#여름쿨톤 #겨울쿨톤,실버 글리터 펄,#글리터 #영롱,시원한 실버 펄로 반짝임 강렬,글리터 날림 심하고 데일리 부적합,탈크,eye_롬앤_M28_키튼_젤리_1763391225182
롬앤,슬라이드 인 싱글,G05 누메테오,5400,#봄웜톤 #가을웜톤,황금빛 골드 글리터,#글리터 #반짝,글리터 앞부터 뒤까지 반짝이고 애교살 길어 보임,글리터 타입이라 특별한 날 전용,마이카,eye_롬앤_G05_누_메테오_1763391225223
힌스,싱글 아이섀도우,01 밀키 이즈,8900,#봄웜톤 #여름쿨톤,밝은 밀키 베이지,#매트 #부드러움,베이스용으로 무난하고 발색 적당,특별함 부족하고 밋밋함,탈크,eye_힌스_02_리플렉션_1763391225224
힌스,싱글 아이섀도우,02 뉴드 스웨이드,8900,#가을웜톤 #봄웜톤,부드러운 누드 베이지,#매트 #벨벳,벨벳 질감으로 발색 좋고 음영 자연스러움,평범해서 특별함 부족,마이카,eye_힌스_02_리플렉션_1763391225224
힌스,싱글 아이섀도우,03 그라데이션 로즈,8900,#봄웜톤 #여름쿨톤,은은한 로즈 베이지,#매트 #실키,그라데이션 메이크업 좋고 발색 적당,색이 연해서 여러 번 겹바름 필요,실리카,eye_힌스_03_실크_핑크_1763391225225
힌스,싱글 아이섀도우,04 어쩌다 모브,8900,#여름쿨톤 #겨울쿨톤,쿨한 모브 컬러,#매트 #파우더리,쿨톤 음영으로 좋고 세련됨,특이한 색이라 활용도 낮고 호불호,탈크,eye_힌스_04_진저_티_1763391225226
힌스,싱글 아이섀도우,05 어쩌다 로지,8900,#봄웜톤 #가을웜톤라이트,따뜻한 로지 브라운,#매트 #부드러움,혈색감 좋고 음영 표현 우수,진한 편이라 양 조절 필요,마이카,eye_힌스_05_펄리_피치_1763391225227
힌스,싱글 아이섀도우,06 모던 브릭,8900,#가을웜톤 #봄웜톤,벽돌색 레드 브라운,#매트 #실키,모던한 분위기로 발색 강함,진해서 블렌딩 어렵고 데일리 부담,실리카,eye_힌스_06_포멜_로즈_1763391225228
힌스,싱글 아이섀도우,07 플러리 인 마이 아이,8900,#봄웜톤 #여름쿨톤,화사한 핑크 베이지,#매트 #파우더리,봄 분위기로 혈색 연출 좋음,밋밋하고 특별함 부족,탈크,eye_힌스_07_앤티크_피치_1763391225229
힌스,싱글 아이섀도우,08 트루 피오니,8900,#봄웜톤 #여름쿨톤,피오니 핑크 컬러,#매트 #부드러움,화사한 핑크로 발색 적당,과발색 주의하고 블렌딩 필수,마이카,eye_힌스_08_어니스티_1763391225230
힌스,싱글 아이섀도우,09 제너레이션 로지,8900,#가을웜톤 #봄웜톤,깊은 로지 브라운,#매트 #실키,음영 및 포인트용으로 발색 선명,진해서 지저분해질 수 있음,실리카,eye_힌스_09_토프_라떼_1763391225231
힌스,싱글 아이섀도우,10 네온 핑크,8900,#여름쿨톤 #봄웜톤,선명한 네온 핑크,#매트 #파우더리,임팩트 있는 핑크로 포인트 메이크업,매우 진해서 양 조절 어렵고 데일리 부담,탈크,eye_힌스_02_리플렉션_1763391225224
힌스,싱글 아이섀도우,11 얼루어 타입,8900,#가을웜톤 #봄웜톤,깊은 브라운 컬러,#매트 #부드러움,음영 표현 좋고 발색 선명,진한 색이라 블렌딩 필수,마이카,eye_힌스_11_카페인_1763391225232
힌스,싱글 아이섀도우,12 스파이크,8900,#가을웜톤딥 #겨울쿨톤,진한 다크 브라운,#매트 #실키,라이너 겸용으로 깊은 발색,매우 진해서 번지기 쉽고 덜어내기 어려움,실리카,eye_힌스_12_펄리_페탈_1763391225233
힌스,싱글 아이섀도우,13 리얼 제너레이션,8900,#가을웜톤 #봄웜톤,뉴트럴한 베이지 브라운,#매트 #파우더리,무난한 데일리 컬러로 실패 없음,평범해서 특별함 부족,탈크,eye_힌스_13_피오니_로즈_1763391225234
힌스,싱글 아이섀도우,14 로맨티스트,8900,#봄웜톤 #여름쿨톤,로맨틱한 핑크 베이지,#매트 #부드러움,화사한 분위기로 혈색 연출 좋음,밋밋하고 단조로움,마이카,eye_힌스_14_미스티_모브_1763391225235
힌스,싱글 아이섀도우,15 얼루어 인 모션,8900,#가을웜톤 #봄웜톤,깊은 모브 브라운,#매트 #실키,세련된 음영으로 발색 선명,진해서 양 조절 필요하고 호불호,실리카,eye_힌스_15_얼루어_인_모션_1763391225236
힌스,싱글 아이섀도우,16 시트론,8900,#봄웜톤 #여름쿨톤,청량한 옐로우 시트론,#매트 #파우더리,독특한 옐로우로 포인트용,특이한 색이라 활용도 극히 낮음,탈크,eye_힌스_16_시트론_1763391225237
힌스,싱글 아이섀도우,17 라일락 샤워,8900,#여름쿨톤 #겨울쿨톤,시원한 라일락 퍼플,#매트 #부드러움,청량한 퍼플로 쿨톤에 좋음,특이한 색이라 데일리 부적합,마이카,eye_힌스_17_라일락_샤워_1763391225238
힌스,싱글 아이섀도우,18 샴페인 샤워,8900,#봄웜톤 #여름쿨톤,반짝이는 샴페인 골드,#쉬머 #영롱,펄 예쁘고 애교살 포인트용,펄 날림 있고 지속력 약함,실리카,eye_힌스_18_샴페인_샤워_1763391225239
힌스,싱글 아이섀도우,19 로지 스파클,8900,#봄웜톤 #가을웜톤라이트,반짝이는 로지 핑크,#쉬머 #반짝,펄 반짝임 우수하고 혈색 연출,쉬머 타입이라 데일리 제한적,탈크,eye_힌스_19_로지_스파클_1763391225240
힌스,싱글 아이섀도우,20 비 마이 얼루어,8900,#가을웜톤 #봄웜톤,깊은 브라운 쉬머,#쉬머 #시머,음영 및 펄 겸용으로 발색 좋음,진해서 양 조절 필요,마이카,eye_힌스_20_비_마이_얼루어_1763391225241
힌스,싱글 아이섀도우,21 모카 프레소,8900,#가을웜톤 #봄웜톤,진한 모카 브라운,#매트 #부드러움,음영 표현 확실하고 발색 선명,진한 색이라 블렌딩 필수,실리카,eye_힌스_21_모카_프레소_1763391225242
힌스,싱글 아이섀도우,22 얼루어 로즈,8900,#봄웜톤 #여름쿨톤,따뜻한 로즈 베이지,#매트 #실키,혈색감 좋고 자연스러운 발색,특별함 부족하고 평범함,탈크,eye_힌스_22_얼루어_로즈_1763391225243
컬러그램,싱글 큐브 섀도우,23 블루둥이,4500,#여름쿨톤 #겨울쿨톤,청량한 블루 컬러,#매트 #파우더리,독특한 블루로 포인트용이고 재치있는 네이밍,활용도 매우 낮고 데일리 부적합,마이카,eye_컬러그램_23_블루둥이_1763391225244
컬러그램,싱글 큐브 섀도우,24 분유베이지,4500,#봄웜톤 #여름쿨톤,밝은 분유 베이지,#매트 #부드러움,베이스용으로 무난하고 귀여운 네이밍,너무 밝아서 밋밋하고 특별함 부족,실리카,eye_컬러그램_24_분유베이지_1763391225245
컬러그램,싱글 큐브 섀도우,25 해삐햇빔,4500,#봄웜톤 #여름쿨톤,화사한 옐로우 베이지,#매트 #실키,밝은 톤으로 화사하고 재치있는 네이밍,단조로운 베이스 컬러,탈크,eye_컬러그램_25_해삐햇빔_1763391225246
컬러그램,싱글 큐브 섀도우,26 당연보라,4500,#여름쿨톤 #겨울쿨톤,당연한 퍼플 컬러,#매트 #파우더리,쿨톤 퍼플로 귀여운 네이밍,특이한 색이라 활용도 낮고 호불호,마이카,eye_컬러그램_26_당연보라_1763391225247
컬러그램,싱글 큐브 섀도우,27 초코핑,4500,#가을웜톤 #봄웜톤,초코 핑크 브라운,#매트 #부드러움,음영용으로 발색 좋고 네이밍 재치있음,진한 편이라 양 조절 필요,실리카,eye_컬러그램_27_초코핑_1763391225248
컬러그램,싱글 큐브 섀도우,28 장꾸코랄,4500,#봄웜톤 #가을웜톤라이트,장난스러운 코랄 컬러,#매트 #실키,혈색 연출 좋고 재치있는 네이밍,발색 약해서 겹바름 필요,탈크,eye_컬러그램_28_장꾸코랄_1763391225249
컬러그램,싱글 큐브 섀도우,01 소금리터,4500,#봄웜톤 #여름쿨톤,하얀 소금 화이트,#매트 #파우더리,하이라이터 겸용으로 귀여운 네이밍,너무 밝아서 텁텁하고 부자연스러움,마이카,eye_컬러그램_01_소금리터_1763391225250
컬러그램,싱글 큐브 섀도우,03 알콩달코랄,4500,#봄웜톤 #여름쿨톤,알콩달콩한 코랄 핑크,#매트 #부드러움,화사한 코랄로 재치있는 네이밍,발색 약하고 밋밋함,실리카,eye_컬러그램_03_알콩달코랄_1763391225251
컬러그램,싱글 큐브 섀도우,04 호두둥탁,4500,#가을웜톤 #봄웜톤,호두같은 브라운,#매트 #실키,음영용으로 무난하고 네이밍 귀여움,특별함 부족하고 평범함,탈크,eye_컬러그램_04_호두둥탁_1763391225252
컬러그램,싱글 큐브 섀도우,06 애교베이지,4500,#봄웜톤 #여름쿨톤,애교살용 베이지,#매트 #파우더리,베이스 애교살용으로 귀여운 네이밍,밋밋하고 단조로움,마이카,eye_컬러그램_06_애교베이지_1763391225253
컬러그램,싱글 큐브 섀도우,09 쿨트로베리,4500,#여름쿨톤 #겨울쿨톤,쿨한 딸기 핑크,#매트 #부드러움,쿨톤 핑크로 재치있는 네이밍,발색 약하고 특별함 부족,실리카,eye_컬러그램_09_쿨트로베리_1763391225254
컬러그램,싱글 큐브 섀도우,10 쿨팅데이,4500,#여름쿨톤 #겨울쿨톤,쿨한 핑크 베이지,#매트 #실키,쿨톤 데이리용으로 귀여운 네이밍,밋밋하고 평범함,탈크,eye_컬러그램_10_쿨팅데이_1763391225255
컬러그램,싱글 큐브 섀도우,11 앙금로즈,4500,#봄웜톤 #여름쿨톤,앙금같은 로즈 핑크,#매트 #파우더리,혈색 연출 좋고 네이밍 재치있음,발색 약해서 겹바름 필요,마이카,eye_컬러그램_11_앙금로즈_1763391225256
컬러그램,싱글 큐브 섀도우,13 동굴브라운,4500,#가을웜톤딥 #겨울쿨톤,진한 동굴 다크 브라운,#매트 #부드러움,라이너 겸용으로 귀여운 네이밍,매우 진해서 블렌딩 어려움,실리카,eye_컬러그램_13_동굴브라운_1763391225257
컬러그램,싱글 큐브 섀도우,14 코랄포풍,4500,#봄웜톤 #가을웜톤,선명한 코랄 컬러,#매트 #실키,임팩트 있는 코랄로 재치있는 네이밍,과발색 주의하고 양 조절 어려움,탈크,eye_컬러그램_14_코랄포풍_1763391225258
컬러그램,싱글 큐브 섀도우,16 아라블랙,4500,#가을웜톤딥 #겨울쿨톤,블랙 다크 브라운,#매트 #파우더리,라이너용으로 진한 발색하고 네이밍 귀여움,매우 진해서 번지기 쉬움,마이카,eye_컬러그램_16_아라블랙_1763391225259
컬러그램,싱글 큐브 섀도우,18 두유럽미,4500,#봄웜톤 #여름쿨톤,밝은 두유 화이트,#매트 #부드러움,하이라이터 겸용으로 재치있는 네이밍,너무 밝아서 부자연스러움,실리카,eye_컬러그램_18_두유럽미_1763391225260
컬러그램,싱글 큐브 섀도우,19 살구톡핑,4500,#봄웜톤 #가을웜톤라이트,톡톡한 살구 코랄,#매트 #실키,혈색감 좋고 귀여운 네이밍,발색 약하고 밋밋함,탈크,eye_컬러그램_19_살구톡핑_1763391225261
컬러그램,싱글 큐브 섀도우,21 밀키윙크,4500,#봄웜톤 #여름쿨톤,윙크하는 밀키 베이지,#매트 #파우더리,베이스용으로 재치있는 네이밍,특별함 부족하고 평범함,마이카,eye_컬러그램_21_밀키윙크_1763391225262
컬러그램,싱글 큐브 섀도우,22 밀크티,4500,#가을웜톤 #봄웜톤,밀크티 베이지 브라운,#매트 #부드러움,무난한 데일리 컬러로 네이밍 귀여움,평범해서 특별함 부족,실리카,eye_컬러그램_22_밀크티_1763391225263
